	start1	end1	start2	end2
4260	12	267	9	278
4261	207	262	582	639
4262	349	441	543	629
4263	22	170	20	165
4264	465	529	3016	3080
4265	1	238	1	246
4266	10	163	12	162
4267	24	170	22	171
4268	5	170	5	173
4269	174	266	2278	2364
4270	22	187	21	179
4271	594	613	28	47
4272	594	613	28	47
4273	441	518	784	872
4274	203	286	236	328
4275	594	613	28	47
4276	371	424	314	360
4277	765	804	115	155
4278	693	766	114	183
4279	238	332	519	609
4280	1	315	1	315
4281	1	310	1	292
4282	1	308	1	313
4283	6	308	3	305
4284	1	296	1	283
4285	13	308	2	287
4286	3	290	11	275
4287	110	224	42	151
4288	64	132	96	177
4289	1	28	1	28
4290	4	78	135	212
4291	3	32	38	69
4292	9	32	270	293
4293	25	78	158	211
4294	194	223	258	287
4295	122	172	3464	3514
4296	4	78	133	210
4297	4	78	135	212
4298	3	38	74	109
4299	117	185	880	946
4300	1	42	1	41
4301	26	80	180	242
4302	1	99	1	99
4303	1	99	1	105
4304	1	99	21	121
4305	1	99	1	96
4306	1	99	1	101
4307	1	99	1	101
4308	13	93	12	88
4309	42	91	699	748
4310	55	99	439	483
4311	50	73	44	69
4312	38	65	288	313
4313	44	80	705	741
4314	55	94	439	478
4315	42	92	243	289
4316	46	81	641	682
4317	11	65	41	91
4318	1	220	1	220
4319	1	220	1	220
4320	1	220	1	220
4321	3	219	2	219
4322	5	220	9	224
4323	14	220	2	208
4324	6	220	4	218
4325	72	220	2	150
4326	5	218	2	216
4327	5	212	6	214
4328	6	219	18	232
4329	2	215	13	226
4330	3	219	5	223
4331	20	217	1	199
4332	17	220	2	206
4333	61	201	29	174
4334	9	74	32	92
4335	9	99	37	122
4336	61	202	34	179
4337	61	202	29	174
4338	9	53	32	76
4339	8	53	36	81
4340	45	202	9	180
4341	8	53	30	75
4342	63	211	30	186
4343	8	51	33	76
4344	3	53	29	81
4345	60	180	34	157
4346	80	189	185	291
4347	180	217	3	40
4348	202	219	20	37
4349	173	217	1	53
4350	84	172	7	81
4351	65	144	7	70
4352	133	189	112	167
4353	194	217	11	34
4354	132	215	455	535
4355	1	510	1	510
4356	1	510	1	508
4357	1	505	1	504
4358	1	510	1	503
4359	26	504	24	482
4360	30	505	31	486
4361	30	503	26	479
4362	33	505	27	480
4363	48	510	46	511
4364	35	505	34	490
4365	30	510	35	524
4366	34	510	25	519
4367	48	508	26	474
4368	42	507	19	463
4369	42	505	19	460
4370	34	505	12	464
4371	50	503	28	480
4372	50	460	27	415
4373	185	505	48	384
4374	82	119	1	35
4375	5	36	34	65
4376	101	133	769	806
4377	224	250	214	240
4378	392	427	5251	5286
4379	8	44	109	145
4380	136	190	14	67
4381	1	415	1	415
4382	29	379	64	417
4383	16	373	20	381
4384	99	403	119	436
4385	95	397	127	445
4386	35	382	40	402
4387	91	391	81	397
4388	95	391	88	414
4389	18	387	6	385
4390	93	373	80	371
4391	82	313	85	318
4392	337	396	406	459
4393	106	160	91	145
4394	287	329	428	477
4395	350	397	172	210
4396	322	340	736	754
4397	327	363	226	257
4398	1	181	1	181
4399	3	179	2	178
4400	3	179	2	187
4401	104	181	325	417
4402	60	103	434	479
4403	1	35	666	700
4404	78	122	7	52
4405	8	42	993	1028
4406	139	174	197	232
4407	118	148	28	60
4408	70	112	388	450
4409	25	60	28	60
4410	114	132	232	250
4411	85	147	620	683
4412	139	168	388	417
4413	1	85	1	85
4414	37	63	193	219
4415	1	28	1	24
4416	1	9	1	9
4417	1	10	1	10
4418	1	9	1	9
4419	29	59	1595	1622
4420	1	10	4	13
4421	1	45	1	36
4422	1	8	1	8
4423	1	9	13	21
4424	25	41	123	139
4425	1	205	1	205
4426	3	205	1	201
4427	3	205	1	202
4428	6	205	3	197
4429	3	205	1	199
4430	3	205	1	197
4431	6	205	3	197
4432	3	205	1	198
4433	3	205	1	198
4434	6	205	3	197
4435	6	205	3	197
4436	3	205	1	198
4437	3	205	1	204
4438	3	205	1	197
4439	1	205	19	220
4440	6	205	3	200
4441	3	205	1	203
4442	3	205	1	202
4443	7	205	1	198
4444	87	123	3	39
4445	147	203	325	377
4446	96	145	195	244
4447	161	177	265	281
4448	133	174	303	348
4449	133	188	76	129
4450	75	114	213	249
4451	144	174	309	341
4452	161	178	320	337
4453	161	196	328	360
4454	54	165	311	428
4455	108	137	15	44
4456	1	117	1	117
4457	22	56	328	362
4458	67	98	84	115
4459	13	45	411	443
4460	90	112	71	93
4461	69	99	518	548
4462	68	89	34	57
4463	1	187	1	187
4464	22	182	21	188
4465	7	185	6	201
4466	4	186	6	192
4467	89	135	34	74
4468	72	90	657	675
4469	139	184	236	280
4470	92	122	1765	1795
4471	43	82	253	297
4472	1	43	1	43
4473	14	43	1	30
4474	1	19	1	18
4475	1	38	1	40
4476	1	35	1	36
4477	1	39	1	41
4478	1	9	13	21
4479	1	14	4	17
4480	14	42	3008	3041
4481	1	13	1	13
4482	1	20	1	29
4483	1	8	1	8
4484	1	25	1	21
4485	1	11	1	11
4486	14	36	96	121
4487	1	42	1	54
4488	1	11	3	13
4489	3	16	2	16
4490	1	40	1	26
4491	1	8	1	8
4492	1	9	1	9
4493	1	15	1	15
4494	1	8	1	8
4495	2	30	4	32
4496	1	43	1	55
4497	3	36	189	218
4498	17	43	5	31
4499	3	16	810	823
4500	11	34	77	100
4501	1	8	1	8
4502	1	25	1	26
4503	3	15	204	216
4504	18	34	205	224
4505	1	10	1	10
4506	1	20	4	25
4507	1	12	1	12
4508	1	29	1	29
4509	30	41	757	772
4510	1	8	1	8
4511	8	17	46	55
4512	1	8	389	396
4513	1	9	1	9
4514	1	58	1	58
4515	5	53	5	53
4516	17	28	76	87
4517	42	56	259	273
4518	2	11	356	365
4519	1	642	1	642
4520	15	642	2	618
4521	1	642	1	631
4522	11	642	2	627
4523	18	642	8	621
4524	13	642	1	623
4525	19	642	12	630
4526	13	642	1	618
4527	18	642	10	629
4528	18	642	8	624
4529	12	642	3	631
4530	54	103	503	551
4531	1	2810	1	2810
4532	12	635	8	677
4533	1305	1364	1652	1711
4534	1424	1733	1236	1575
4535	2460	2809	264	559
4536	1945	2037	127	218
4537	909	964	53	108
4538	213	253	56	96
4539	2011	2195	32	212
4540	2172	2244	12	71
4541	804	841	72	108
4542	2335	2716	1367	1763
4543	2334	2716	2281	2645
4544	2345	2695	2036	2438
4545	2349	2745	2126	2549
4546	2545	2694	1354	1502
4547	2302	2332	2655	2685
4548	2632	2700	1354	1422
4549	2310	2694	453	901
4550	1255	1352	340	453
4551	2345	2503	874	1058
4552	2344	2463	985	1107
4553	1531	1604	1264	1313
4554	2481	2809	1082	1420
4555	2323	2504	1061	1295
4556	1999	2195	403	593
4557	1356	1445	2543	2633
4558	12	198	10	200
4559	316	381	1949	2014
4560	1390	1465	942	1012
4561	2202	2285	1053	1135
4562	1037	1079	1900	1942
4563	1450	1538	2359	2447
4564	2214	2295	1221	1299
4565	854	897	1021	1064
4566	1043	1163	963	1098
4567	1359	1538	549	729
4568	23	190	20	195
4569	858	911	368	421
4570	23	162	21	163
4571	838	898	1367	1428
4572	26	186	22	189
4573	1371	1415	991	1035
4574	1182	1240	465	524
4575	2719	2809	673	761
4576	861	892	466	500
4577	1173	1261	263	349
4578	1367	1409	230	272
4579	12	162	10	164
4580	12	148	2	141
4581	743	892	459	627
4582	22	147	17	143
4583	2209	2251	984	1027
4584	1448	1497	889	938
4585	2032	2056	995	1019
4586	1909	1988	255	359
4587	1281	1306	417	442
4588	1325	1566	388	655
4589	1839	1885	156	204
4590	2290	2331	322	363
4591	1387	1429	2243	2285
4592	938	960	58	80
4593	1380	1555	413	561
4594	993	1032	385	424
4595	424	476	2	54
4596	69	129	484	543
4597	1068	1154	303	402
4598	1	70	1	70
4599	1	69	1	69
4600	4	70	3	69
4601	3	52	200	253
4602	1	69	1	69
4603	8	69	1	62
4604	3	67	1	65
4605	3	69	2	68
4606	3	69	8	74
4607	3	67	1	65
4608	3	68	2	67
4609	3	67	2	66
4610	1	68	8	76
4611	3	68	1	67
4612	1	67	1	67
4613	27	58	40	71
4614	33	58	33	58
4615	17	61	113	156
4616	5	37	48	80
4617	7	34	3576	3599
4618	39	66	41	68
4619	21	40	50	75
4620	27	68	146	182
4621	42	60	1955	1973
4622	36	52	45	61
4623	6	44	12	49
4624	25	40	103	118
4625	34	57	63	88
4626	1	123	1	123
4627	1	122	1	114
4628	1	122	1	110
4629	27	123	18	114
4630	27	122	18	111
4631	1	123	1	113
4632	28	123	19	115
4633	1	123	1	120
4634	31	122	1	90
4635	1	123	1	117
4636	27	122	17	127
4637	3	26	237	260
4638	7	47	374	408
4639	64	89	1299	1322
4640	1	693	1	693
4641	1	189	1	177
4642	5	196	3	191
4643	304	529	180	394
4644	366	507	429	592
4645	219	325	28	126
4646	432	550	360	473
4647	203	337	372	519
4648	450	569	500	614
4649	5	176	3	169
4650	261	400	417	565
4651	19	205	17	200
4652	239	453	2483	2650
4653	425	586	2916	3051
4654	352	469	2998	3146
4655	386	440	3158	3202
4656	6	316	7	295
4657	212	312	379	480
4658	431	520	651	737
4659	213	289	181	258
4660	1	187	1	190
4661	57	120	1244	1308
4662	278	321	2117	2159
4663	265	458	1372	1552
4664	378	440	1554	1630
4665	427	452	170	195
4666	10	164	12	162
4667	22	160	20	160
4668	281	351	1632	1701
4669	215	276	630	693
4670	479	521	822	864
4671	24	172	23	163
4672	448	569	833	952
4673	220	270	935	983
4674	529	633	796	897
4675	548	577	460	489
4676	241	281	115	155
4677	547	613	1415	1488
4678	425	536	65	170
4679	384	454	380	453
4680	425	540	232	344
4681	464	523	821	888
4682	220	289	68	126
4683	425	528	165	254
4684	404	457	743	798
4685	407	483	62	151
4686	563	588	661	690
4687	511	549	475	521
4688	53	160	1093	1193
4689	287	332	416	461
4690	25	63	151	190
4691	429	483	91	145
4692	1	1641	1	1641
4693	3	1637	614	2248
4694	319	476	504	679
4695	18	1630	619	2278
4696	22	1641	512	2051
4697	993	1641	98	755
4698	3	915	680	1626
4699	20	421	503	946
4700	1039	1329	1929	2215
4701	552	687	1127	1266
4702	1461	1640	2276	2461
4703	553	662	1238	1348
4704	23	421	605	1040
4705	1047	1592	2025	2508
4706	73	675	590	1246
4707	1015	1583	1793	2280
4708	551	673	1136	1258
4709	8	196	501	689
4710	1399	1640	2153	2398
4711	61	391	546	876
4712	522	662	1156	1293
4713	991	1318	1811	2144
4714	1045	1318	317	600
4715	1457	1590	668	806
4716	28	391	553	1003
4717	1333	1588	2482	2764
4718	552	662	1332	1444
4719	508	529	275	296
4720	660	720	258	323
4721	1083	1138	235	289
4722	1467	1550	233	329
4723	1292	1382	352	445
4724	828	849	65	86
4725	1334	1369	180	208
4726	194	278	92	167
4727	1033	1105	142	215
4728	349	411	28	84
4729	1211	1325	375	492
4730	861	906	33	77
4731	1520	1563	16	68
4732	1	115	1	115
4733	3	115	2	113
4734	3	115	2	120
4735	3	114	2	127
4736	24	114	3	90
4737	3	115	2	117
4738	19	115	28	123
4739	19	110	20	114
4740	1	114	1	111
4741	8	114	7	110
4742	3	115	2	114
4743	33	71	3640	3678
4744	14	107	489	592
4745	62	104	163	205
4746	21	60	50	97
4747	17	68	73	121
4748	43	64	13	34
4749	2	54	318	370
4750	24	47	198	221
4751	1	882	1	882
4752	243	881	1871	2488
4753	180	882	1881	2587
4754	236	866	1784	2350
4755	347	819	2295	2779
4756	317	882	1877	2427
4757	621	881	2020	2272
4758	277	769	1650	2056
4759	243	597	1650	1959
4760	669	871	2105	2303
4761	672	871	574	765
4762	295	606	138	439
4763	317	600	1045	1318
4764	668	806	1457	1590
4765	665	880	1865	2075
4766	301	593	1484	1727
4767	1	14	1639	1652
4768	592	673	2032	2110
4769	220	264	73	117
4770	382	431	75	124
4771	644	665	11	32
4772	225	274	73	120
4773	103	282	330	502
4774	1	143	1	143
4775	14	51	1934	1971
4776	20	56	116	138
4777	47	115	122	190
4778	61	117	197	252
4779	6	89	12	96
4780	20	34	126	140
4781	32	59	124	150
4782	1	118	1	118
4783	18	55	3	34
4784	9	28	57	73
4785	18	43	8	36
4786	89	108	175	194
4787	12	26	28	42
4788	4	53	15	58
4789	105	117	575	587
4790	6	29	15	38
4791	82	106	76	100
4792	1	138	1	138
4793	16	135	19	144
4794	26	137	3	113
4795	27	133	4	108
4796	27	124	6	99
4797	26	126	3	101
4798	26	58	12	53
4799	101	126	572	599
4800	51	89	184	217
4801	44	58	63	77
4802	1	837	1	837
4803	1	837	1	836
4804	10	834	10	857
4805	10	834	10	863
4806	14	834	9	830
4807	213	832	285	916
4808	22	217	2	196
4809	233	832	99	693
4810	23	130	10	110
4811	233	824	85	675
4812	26	52	2	28
4813	236	544	1414	1694
4814	238	544	1417	1694
4815	157	544	1260	1639
4816	221	618	1391	1760
4817	235	640	1610	1973
4818	210	438	1426	1614
4819	238	438	1369	1540
4820	255	516	192	455
4821	232	463	189	416
4822	260	453	215	403
4823	258	490	217	435
4824	258	446	218	400
4825	259	446	224	405
4826	256	459	212	417
4827	264	459	216	408
4828	260	490	219	438
4829	259	450	223	405
4830	218	258	159	193
4831	22	53	428	458
4832	243	294	113	159
4833	513	587	111	167
4834	513	562	122	171
4835	630	689	83	150
4836	302	327	205	230
4837	366	418	240	294
4838	608	657	94	142
4839	1	238	1	238
4840	2	236	1	232
4841	2	235	1	235
4842	2	236	1	229
4843	2	236	5	238
4844	6	236	5	238
4845	6	222	5	222
4846	3	238	1	225
4847	1	232	1	222
4848	2	230	1	214
4849	6	230	7	220
4850	1	229	1	220
4851	37	238	34	229
4852	6	232	8	211
4853	1	230	1	219
4854	6	230	4	210
4855	6	230	7	215
4856	6	230	9	215
4857	6	230	7	215
4858	33	231	28	219
4859	29	91	27	85
4860	37	61	36	60
4861	6	205	9	195
4862	1	69	334	422
4863	147	180	121	154
4864	7	45	262	296
4865	145	223	1276	1351
4866	26	102	350	426
4867	107	174	439	495
4868	177	238	166	222
4869	156	182	1219	1245
4870	40	60	26	46
4871	25	65	285	326
4872	1	133	1	133
4873	1	127	1	118
4874	1	127	1	119
4875	31	82	1	52
4876	44	129	9	89
4877	89	125	61	97
4878	96	125	79	108
4879	94	127	63	96
4880	90	127	104	141
4881	94	121	121	148
4882	99	124	127	152
4883	33	88	5	59
4884	93	124	118	149
4885	96	132	138	172
4886	61	118	947	1001
4887	39	78	4	53
4888	42	78	7	53
4889	1	48	1	48
4890	1	22	1	22
4891	9	28	12	35
4892	20	35	57	72
4893	19	29	172	182
4894	19	29	184	194
4895	8	31	386	408
4896	37	44	38	45
4897	19	29	174	184
4898	23	34	1062	1073
4899	16	41	249	271
4900	3	23	370	388
4901	1	93	1	93
4902	5	48	38	74
4903	46	85	30	69
4904	21	46	264	290
4905	48	56	484	492
4906	59	86	403	430
4907	65	80	151	166
4908	4	32	45	73
4909	1	243	1	243
4910	4	243	1	240
4911	4	243	1	232
4912	24	243	7	219
4913	33	66	247	280
4914	17	167	180	344
4915	159	199	10	48
4916	121	217	74	155
4917	22	51	228	257
4918	30	51	238	259
4919	25	83	31	90
4920	1	610	1	610
4921	566	603	21	58
4922	549	575	59	84
4923	500	565	50	108
4924	516	574	66	123
4925	373	406	14	58
4926	520	544	105	129
4927	565	603	322	356
4928	322	367	8	51
4929	1	546	1	546
4930	1	546	1	547
4931	1	544	1	543
4932	1	545	1	539
4933	4	546	7	550
4934	4	546	6	548
4935	4	546	7	552
4936	4	545	28	575
4937	10	460	19	474
4938	9	457	19	472
4939	10	457	19	470
4940	10	469	21	479
4941	5	457	12	467
4942	2	462	15	477
4943	23	466	3	450
4944	347	415	4	74
4945	417	451	255	300
4946	50	91	256	294
4947	404	463	125	191
4948	72	114	130	170
4949	115	155	765	804
4950	118	142	71	95
4951	90	120	714	745
4952	1	85	1	85
4953	30	76	89	135
4954	4	42	1	36
4955	4	60	1	57
4956	35	84	166	218
4957	4	25	1	22
4958	25	44	204	223
4959	7	73	2259	2347
4960	2	14	11	23
4961	21	60	6	42
4962	3	62	391	453
4963	4	75	1	78
4964	4	54	1	34
4965	37	80	27	75
4966	4	26	1	23
4967	34	66	6	35
4968	4	20	1	25
4969	2	72	1	56
4970	7	64	101	196
4971	34	48	17	31
4972	4	60	1	60
4973	60	85	444	469
4974	17	58	82	123
4975	25	58	613	646
4976	1	58	102	162
4977	4	21	1	18
4978	4	12	1	9
4979	9	67	37	96
4980	4	18	1	15
4981	4	65	97	174
4982	1	85	1	85
4983	1	82	1	81
4984	1	82	1	81
4985	1	70	1	69
4986	1	81	1	80
4987	3	82	13	91
4988	1	80	1	80
4989	34	63	649	678
4990	7	33	1268	1293
4991	38	73	1968	1999
4992	34	55	519	540
4993	52	76	86	110
4994	1	28	32	59
4995	49	64	426	441
4996	40	56	143	159
4997	1	106	1	106
4998	3	106	156	259
4999	1	106	1	106
5000	1	106	35	138
5001	13	106	124	217
5002	13	106	19	112
5003	12	106	3	95
5004	23	67	2042	2090
5005	1	29	107	135
5006	44	62	181	199
5007	36	51	2327	2342
5008	1	144	1	144
5009	10	142	17	159
5010	15	143	16	154
5011	11	139	8	133
5012	7	103	3	107
5013	48	115	79	153
5014	15	44	10	39
5015	14	49	8	43
5016	124	144	65	85
5017	14	62	3824	3867
5018	14	44	9	39
5019	26	106	750	823
5020	1	43	1	43
5021	3	43	4	44
5022	9	34	767	792
5023	8	24	81	97
5024	27	42	18	33
5025	16	34	255	273
5026	1	99	1	99
5027	1	91	1	91
5028	1	96	1	96
5029	7	94	6	93
5030	1	99	1	97
5031	36	98	21	83
5032	64	82	101	119
5033	33	67	34	70
5034	64	82	77	95
5035	1	50	305	349
5036	13	54	1398	1440
5037	43	69	1	27
5038	63	82	78	97
5039	70	94	50	74
5040	64	85	57	78
5041	42	61	375	394
5042	63	85	79	106
5043	31	61	108	141
5044	4	44	243	287
5045	1	115	1	115
5046	1	60	1	51
5047	49	70	320	341
5048	36	63	8	35
5049	1	39	1	42
5050	26	61	40	75
5051	43	72	326	351
5052	3	31	6	36
5053	1	29	1	29
5054	1	34	1	43
5055	82	98	278	294
5056	12	37	873	898
5057	35	65	53	83
5058	11	39	22	50
5059	1	10	1	10
5060	8	48	86	132
5061	1	87	1	87
5062	11	34	194	217
5063	57	72	41	56
5064	11	34	194	217
5065	11	34	194	217
5066	1	95	1	95
5067	62	93	8	39
5068	10	41	138	170
5069	50	87	434	478
5070	13	45	331	356
5071	32	71	217	256
5072	34	50	2369	2385
5073	27	66	165	202
5074	13	74	326	375
5075	35	83	123	171
5076	10	46	130	167
5077	30	64	43	77
5078	1	84	1	84
5079	4	79	2	77
5080	6	83	6	79
5081	11	77	91	157
5082	13	58	479	525
5083	4	28	5440	5466
5084	3	58	137	187
5085	14	82	16	79
5086	52	65	276	289
5087	38	76	893	932
5088	35	53	130	148
5089	5	80	452	538
5090	16	25	43	52
5091	16	44	1	29
5092	1	57	132	190
5093	20	53	328	361
5094	30	68	259	297
5095	1	71	1	71
5096	16	68	239	297
5097	21	62	2	43
5098	16	41	239	264
5099	2	28	135	161
5100	33	64	555	589
5101	32	52	29	49
5102	40	70	1758	1789
5103	43	69	1117	1144
5104	23	45	22	44
5105	56	71	127	142
5106	6	20	354	368
5107	6	20	348	362
5108	41	68	41	66
5109	29	42	103	116
5110	1	28	98	125
5111	28	67	549	591
5112	3	11	196	204
5113	17	55	58	102
5114	54	71	43	60
5115	1	91	1	91
5116	33	62	33	69
5117	47	62	69	84
5118	56	89	151	185
5119	4	64	20	87
5120	40	75	305	340
5121	24	69	305	346
5122	26	39	202	215
5123	41	78	269	318
5124	68	85	358	375
5125	6	44	189	235
5126	33	74	1	39
5127	3	21	25	43
5128	2	62	165	227
5129	1	99	1	99
5130	14	52	10	48
5131	16	92	176	244
5132	57	77	509	529
5133	14	69	432	487
5134	80	97	7	24
5135	38	71	81	103
5136	30	63	10	45
5137	7	71	312	366
5138	55	97	200	242
5139	87	98	16	27
5140	68	88	71	92
5141	13	28	10	25
5142	1	51	1	51
5143	1	47	4	46
5144	18	41	51	74
5145	4	25	1	26
5146	24	32	379	387
5147	11	22	60	71
5148	9	28	4284	4303
5149	1	150	1	150
5150	2	150	1	140
5151	1	150	1	138
5152	9	150	6	150
5153	7	150	6	135
5154	43	142	40	131
5155	1	82	1	81
5156	11	55	393	435
5157	9	54	5129	5177
5158	48	97	36	75
5159	5	30	5206	5232
5160	27	79	657	702
5161	5	27	5186	5208
5162	105	131	181	207
5163	3	49	5871	5922
5164	37	136	1432	1527
5165	13	38	321	346
5166	1	118	1	118
5167	1	118	1	124
5168	3	113	26	137
5169	3	105	30	138
5170	4	100	6	99
5171	1	102	1	101
5172	40	64	616	640
5173	32	91	191	254
5174	47	75	1527	1555
5175	22	67	31	76
5176	1	39	1	39
5177	8	37	1	34
5178	5	25	84	104
5179	6	31	73	98
5180	6	38	77	109
5181	9	25	82	98
5182	9	25	84	100
5183	5	39	78	112
5184	5	25	75	95
5185	8	37	73	102
5186	16	31	27	42
5187	5	39	79	113
5188	9	25	81	97
5189	5	25	79	99
5190	8	29	60	81
5191	6	38	1	30
5192	5	35	79	108
5193	7	29	58	80
5194	3	34	45	70
5195	23	31	139	147
5196	16	37	13	34
5197	7	25	58	76
5198	13	39	29	62
5199	7	29	58	80
5200	1	144	1	144
5201	1	140	1	140
5202	3	141	17	155
5203	1	126	1	126
5204	1	126	1	128
5205	1	125	2	128
5206	1	125	1	130
5207	102	142	22	61
5208	31	126	259	367
5209	32	113	398	482
5210	14	55	2387	2426
5211	6	59	12	62
5212	16	52	117	157
5213	98	138	76	120
5214	1	414	1	414
5215	6	414	1	397
5216	4	409	12	410
5217	5	409	1	407
5218	10	413	16	427
5219	14	412	11	367
5220	18	408	18	411
5221	19	406	28	423
5222	1	411	1	462
5223	1	409	8	465
5224	12	408	11	460
5225	22	411	19	454
5226	6	409	1	454
5227	15	221	8	210
5228	15	408	17	453
5229	358	413	854	916
5230	373	413	36	79
5231	296	329	339	372
5232	54	92	3	40
5233	383	414	74	109
5234	1	333	1	333
5235	21	332	2	311
5236	3	330	2	330
5237	2	330	3	332
5238	50	330	4	281
5239	58	330	1	269
5240	51	330	1	278
5241	12	307	1	291
5242	8	330	11	335
5243	13	330	25	343
5244	12	307	1	282
5245	4	330	14	358
5246	14	314	15	316
5247	12	307	1	287
5248	23	315	34	322
5249	1	326	1	345
5250	13	308	23	332
5251	9	307	23	334
5252	12	307	1	285
5253	21	303	5	285
5254	12	307	1	285
5255	19	315	3	300
5256	21	313	31	337
5257	114	308	28	207
5258	4	307	6	331
5259	13	330	21	357
5260	4	83	6	102
5261	97	184	226	320
5262	4	31	33	59
5263	261	298	336	373
5264	32	90	619	676
5265	304	327	6	27
5266	83	150	659	731
5267	2	33	19	50
5268	136	188	7	52
5269	18	80	184	254
5270	173	205	304	336
5271	1	62	1	62
5272	9	60	4	55
5273	9	60	4	55
5274	9	59	5	55
5275	9	51	4	46
5276	33	60	538	565
5277	11	29	102	120
5278	3	47	911	945
5279	17	40	46	69
5280	1	38	101	138
5281	16	37	6	27
5282	18	46	166	194
5283	36	60	69	93
5284	23	41	520	538
5285	22	50	27	53
5286	1	51	1	51
5287	3	49	5	51
5288	1	26	102	130
5289	7	43	1944	1980
5290	1	19	87	105
5291	18	42	151	176
5292	1	31	23	53
5293	13	35	332	354
5294	15	39	23	49
5295	20	51	23	54
5296	1	79	1	79
5297	4	78	7	81
5298	5	76	13	84
5299	5	76	12	83
5300	5	76	10	81
5301	2	79	4	81
5302	5	78	8	81
5303	5	69	8	73
5304	5	75	9	81
5305	4	73	8	77
5306	5	76	3	75
5307	44	77	114	149
5308	37	72	284	335
5309	2	29	296	323
5310	48	72	305	329
5311	13	58	336	375
5312	16	60	69	111
5313	50	72	325	347
5314	3	70	338	410
5315	21	35	703	717
5316	1	223	1	223
5317	1	221	3	224
5318	1	215	1	216
5319	27	211	7	196
5320	85	135	5	61
5321	44	118	75	182
5322	135	177	3284	3325
5323	99	118	161	180
5324	100	118	169	187
5325	100	127	127	157
5326	100	162	157	218
5327	169	210	5278	5317
5328	97	141	1188	1228
5329	145	198	1407	1458
5330	100	118	175	193
5331	84	128	198	250
5332	100	118	171	189
5333	1	195	1	195
5334	8	156	6	163
5335	1	195	10	206
5336	4	135	20	154
5337	10	173	3	167
5338	10	126	10	128
5339	13	195	16	182
5340	82	186	359	459
5341	149	194	3	60
5342	120	173	997	1049
5343	8	58	2355	2402
5344	144	174	402	432
5345	138	174	337	373
5346	20	58	401	433
5347	1	74	1	74
5348	4	74	3	71
5349	3	74	5	74
5350	5	74	1	69
5351	43	67	90	113
5352	27	67	569	609
5353	31	65	32	77
5354	11	27	28	44
5355	31	54	1404	1427
5356	6	61	549	604
5357	32	68	175	215
5358	42	72	101	131
5359	1	366	1	366
5360	6	366	5	359
5361	6	366	4	364
5362	7	366	7	361
5363	7	363	7	367
5364	7	363	7	356
5365	13	364	14	365
5366	16	364	17	370
5367	49	245	132	327
5368	263	362	422	520
5369	55	249	138	331
5370	262	362	421	520
5371	49	245	141	336
5372	210	362	379	528
5373	51	245	140	333
5374	263	362	429	527
5375	51	266	134	355
5376	259	353	434	527
5377	55	245	141	330
5378	253	362	411	522
5379	51	153	134	229
5380	257	363	455	560
5381	258	323	660	720
5382	191	222	428	455
5383	189	231	781	826
5384	165	222	61	120
5385	178	209	31	59
5386	165	274	2050	2169
5387	311	341	47	75
5388	28	65	83	124
5389	1	240	1	240
5390	1	239	1	237
5391	13	239	12	236
5392	5	239	4	236
5393	1	238	1	234
5394	5	240	7	240
5395	1	239	1	238
5396	19	225	15	203
5397	19	225	18	205
5398	29	225	28	206
5399	29	225	25	202
5400	173	208	279	315
5401	67	125	140	199
5402	74	115	209	250
5403	91	129	3	42
5404	20	133	208	299
5405	99	125	458	484
5406	177	205	774	800
5407	99	125	466	492
5408	139	208	113	196
5409	99	125	458	484
5410	39	89	137	183
5411	99	125	465	491
5412	114	181	131	201
5413	5	48	31	64
5414	99	125	497	523
5415	28	53	44	69
5416	1	52	1	52
5417	1	40	1	40
5418	8	40	2	34
5419	6	40	21	55
5420	25	52	26	52
5421	20	43	43	65
5422	20	41	46	66
5423	20	41	66	86
5424	8	25	26	43
5425	5	52	30	77
5426	7	24	25	42
5427	1	287	1	287
5428	1	287	1	288
5429	1	287	1	285
5430	8	287	17	304
5431	8	280	8	289
5432	8	280	9	293
5433	8	279	4	283
5434	8	279	22	301
5435	8	276	4	280
5436	8	278	4	282
5437	8	287	3	279
5438	8	281	11	294
5439	9	277	32	314
5440	10	285	27	321
5441	9	275	13	300
