,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
10103,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0361107812326
10107,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.136678878562
10125,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0336519220554
10127,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0346998867153
10150,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,1.16608809847
10154,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0629819431787
10157,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0219758139764
10158,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0251801895591
10165,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0210035462426
10197,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0393457422217
10248,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,1.11010913664
10257,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,2.72487373044
10260,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,2.40291452579
10272,TARA_070,,,800.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594299,SAO,ERS490380,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,2.6572701184
10288,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.292176922029
10295,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,2.53338338253
10305,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,1.34360169515
10338,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.310112880401
10342,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.782637405319
10354,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.242501146934
10364,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,1.74472412476
10386,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,1.05239214932
10411,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,1.255451936
10422,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.142534650569
10423,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.164349744085
10424,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.380160321897
10437,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,2.81555867992
10451,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.566849125407
10454,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.284694777683
10457,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,2.44955658446
10458,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,3.73269532667
10464,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,1.00861675269
10470,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,7.04199578165
10488,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,6.81103183655
10489,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,2.28381210942
10524,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,2.00858199796
10535,TARA_125,,,140.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594300,SPO,ERS492932,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,11.4116216611
10541,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.795376736578
10543,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.330865104414
10558,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.529099624516
10575,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,26.2644018409
10620,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.197423344312
10634,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,91.6820778914
10635,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.435309615669
10650,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.730984447294
10653,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.753140490599
10658,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.214133286104
10668,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,1.55554483117
10679,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,1.43863557998
10690,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.214042833311
10727,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,1.05960809954
10729,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,3.17219013324
10735,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.248240752308
10738,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.231823149964
10764,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.997401334038
10765,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.187769989686
10781,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,1.98727551707
10783,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,1.94392203041
10788,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.30579244686
10790,TARA_122,,,115.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594301,SPO,ERS492705,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,1.28082758185
10808,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0181621586169
10832,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.991736916175
10857,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0586764724456
10868,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0295985844047
10875,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,1.82923915222
10876,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.876925676986
10892,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0518532191089
10895,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0446970308895
10902,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0354067131465
10903,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0403381655129
10912,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.871571487156
10913,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,1.08009067109
10929,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0317177000588
10932,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.124711527373
10950,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0228738603311
10955,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0247238094987
10957,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.110650938299
11000,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0235407852585
11007,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0246687907634
11019,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0240814687888
11036,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.523126869129
11041,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,1.5503674539
11044,TARA_068,,,700.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594302,SAO,ERS490238,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,2.65875723613
11070,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,1.54199606119
11103,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,5.86385755094
11110,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.639682851367
11111,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,11.6837529677
11132,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,43.650830843
11146,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,1.99467418232
11147,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,16.9920676841
11149,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.247171499988
11171,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.081389742815
11179,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,83.2361141186
11190,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.663196482851
11192,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,1.25149106873
11193,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,21.9713353147
11225,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,2.84258028406
11229,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.220163357645
11232,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.133787010696
11262,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,4.65718255187
11263,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.499974323552
11275,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.213853882816
11279,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.174577156957
11284,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.834077796803
11296,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,2.38240847214
11301,TARA_078,,,120.0,GIRUS_NUC-dry_W0.45-0.8,BACT,ERR594303,SAO,ERS490697,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,21.1690791883
11322,TARA_122,,,115.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594304,SPO,ERS492704,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,20.0617797232
11347,TARA_122,,,115.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594304,SPO,ERS492704,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0930443944854
11350,TARA_122,,,115.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594304,SPO,ERS492704,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.355998157769
11359,TARA_122,,,115.0,GIRUS_NUC-dry_W0.22-0.45,BACT,ERR594304,SPO,ERS492704,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.381474404143
